Customer_ID,Customer_Name,Age_Group,Gender,City,Join_Date,Loyalty_Status,Acquisition_Channel
CUST-10063,Nakul Chaudhari,18-25,Female,Delhi,2024-12-03,Silver,Google Ads
CUST-10064,Kamala Konda,36-45,Female,Chandigarh,2024-03-31,Bronze,Google Ads
CUST-10065,Rudra Dutta,26-35,Female,Patna,2024-07-08,Bronze,Organic
CUST-10066,Jonathan Purohit,36-45,Female,Ahmedabad,2023-12-28,Silver,Instagram Ads
CUST-10067,Vamakshi Bobal,46-60,Female,Bengaluru,2024-07-25,Bronze,Marketplace
CUST-10068,Charan Swamy,26-35,Female,Delhi,2025-05-06,Silver,Marketplace
CUST-10069,Kabir Prabhu,46-60,Female,Delhi,2022-05-15,Bronze,Marketplace
CUST-10070,Warhi Seth,26-35,Male,Bengaluru,2022-06-14,Bronze,Google Ads
CUST-10071,Aayush Narasimhan,18-25,Female,Bengaluru,2023-09-28,Bronze,Organic
CUST-10072,Shaurya Chanda,26-35,Male,Ahmedabad,2022-05-14,Bronze,Google Ads
CUST-10073,Pallavi Shukla,26-35,Female,Pune,2022-07-09,Bronze,Organic
CUST-10074,Ishwar Dewan,36-45,Female,Bengaluru,2025-02-21,Silver,Instagram Ads
CUST-10075,Daksha Chanda,26-35,Male,Pune,2022-01-03,Bronze,Google Ads
CUST-10076,Harinakshi Gour,18-25,Male,Mumbai,2025-03-22,Gold,Organic
CUST-10077,Kashish Zacharia,26-35,Male,Hyderabad,2023-09-06,Bronze,Marketplace
CUST-10078,Ekapad Mutti,36-45,Male,Chennai,2021-06-24,Gold,Marketplace
CUST-10079,Hamsini Som,36-45,Male,Chennai,2023-06-26,Bronze,Referral
CUST-10080,Amrita Varghese,18-25,Female,Pune,2024-07-05,Bronze,Organic
CUST-10081,Bhanumati Borra,18-25,Male,Delhi,2022-08-20,Bronze,Referral
CUST-10082,Gaurav Nigam,18-25,Male,Lucknow,2024-04-22,Bronze,Organic
CUST-10083,Bishakha Kannan,36-45,Female,Pune,2021-12-06,Gold,Instagram Ads
CUST-10084,Anirudh Butala,26-35,Male,Bhopal,2022-07-12,Bronze,Google Ads
CUST-10085,Chavvi Chada,26-35,Male,Mumbai,2024-10-12,Bronze,Instagram Ads
CUST-10086,Ojas Master,36-45,Male,Guwahati,2023-08-22,Bronze,Organic
CUST-10087,Suhani Sharma,26-35,Female,Guwahati,2023-04-17,Platinum,Referral
CUST-10088,Qarin Bhatti,36-45,Male,Bengaluru,2024-02-01,Gold,Organic
CUST-10089,Brinda Yogi,36-45,Female,Mumbai,2025-11-16,Gold,Instagram Ads
CUST-10090,Samar Batra,36-45,Female,Bengaluru,2024-01-30,Silver,Google Ads
CUST-10091,Zashil Joshi,18-25,Female,Hyderabad,2022-09-29,Silver,Organic
CUST-10092,Bhanumati Dewan,46-60,Male,Guwahati,2023-10-18,Bronze,Organic
CUST-10093,Januja Sampath,26-35,Male,Hyderabad,2022-01-26,Bronze,Instagram Ads
CUST-10094,Widisha Patla,26-35,Female,Lucknow,2023-11-06,Bronze,
CUST-10095,Samaksh Raval,26-35,Female,Kolkata,2023-09-19,Gold,Google Ads
CUST-10096,Charvi Aurora,26-35,Male,Hyderabad,2022-04-24,Silver,Referral
CUST-10097,Vedhika Suri,46-60,Male,Hyderabad,2024-08-28,Platinum,Organic
CUST-10098,Omisha Bhavsar,26-35,Female,Pune,2023-12-14,Gold,Google Ads
CUST-10099,Arjun Baral,46-60,Male,Lucknow,2024-06-30,Silver,Google Ads
CUST-10100,Nikita Ram,46-60,Male,Lucknow,2025-04-05,Bronze,Organic
CUST-10101,Harish Kothari,36-45,Male,Delhi,2021-07-21,Bronze,Instagram Ads
CUST-10102,Chakradev Mallick,26-35,Male,Delhi,2023-01-05,Bronze,Instagram Ads
CUST-10103,Charvi Kade,36-45,Male,Pune,2024-06-23,Bronze,Marketplace
CUST-10104,Sara Nair,36-45,Male,Delhi,2023-08-11,Silver,Marketplace
CUST-10105,Chaaya Kara,26-35,Female,Hyderabad,2022-05-28,Silver,Google Ads
CUST-10106,Eiravati Bahl,18-25,Male,Lucknow,2024-12-03,Bronze,Google Ads
CUST-10107,Jeremiah Bhakta,26-35,Female,Bengaluru,2024-05-26,Silver,Instagram Ads
CUST-10108,Diya Dani,26-35,Female,Jaipur,2022-05-29,Bronze,Instagram Ads
CUST-10109,Xiti Swaminathan,36-45,Female,Kolkata,2023-06-22,Silver,Google Ads
CUST-10110,Upkaar Shere,26-35,Male,Indore,2025-11-30,Bronze,Organic
CUST-10111,Yauvani Dhaliwal,26-35,Female,Kolkata,2025-03-09,Bronze,Organic
CUST-10112,Hamsini D’Alia,36-45,Male,Mumbai,2023-03-25,Silver,Organic
CUST-10113,Saanvi Parmer,18-25,Female,Kolkata,2024-10-08,Bronze,Organic
CUST-10114,Anika Konda,36-45,Male,Bengaluru,2022-11-03,Silver,Marketplace
CUST-10115,Riya Aurora,46-60,Male,Kolkata,2021-03-18,Bronze,Instagram Ads
CUST-10116,Chanchal Chopra,18-25,Male,Indore,2024-01-12,Silver,Organic
CUST-10117,Ekapad Sane,18-25,Male,Hyderabad,2021-03-09,Bronze,Marketplace
CUST-10118,Omya Thakur,26-35,Other,Delhi,2024-08-13,Bronze,Marketplace
CUST-10119,Eiravati Vasa,46-60,Male,Mumbai,2024-05-07,Silver,Organic
CUST-10120,Unni Sathe,36-45,Male,Guwahati,2024-04-15,Gold,Referral
CUST-10121,Aahana Sehgal,46-60,Male,Delhi,2021-09-24,Gold,Instagram Ads
CUST-10122,Adya Suresh,18-25,Male,Lucknow,2021-02-02,Silver,Referral
CUST-10123,Abha Raj,36-45,Male,Pune,2021-08-12,Silver,Referral
CUST-10124,Ekta Swaminathan,46-60,Female,Jaipur,2021-03-05,Bronze,Organic
CUST-10125,Anvi Kaul,26-35,Female,Ahmedabad,2024-05-30,Bronze,Instagram Ads
CUST-10126,David Sheth,36-45,Male,Chennai,2023-11-02,Silver,Google Ads
CUST-10127,Thomas Mukhopadhyay,36-45,Female,Lucknow,2023-07-14,Silver,Google Ads
CUST-10128,Ayush Padmanabhan,36-45,Male,Hyderabad,2021-11-09,Bronze,Google Ads
CUST-10129,Naksh Chandra,26-35,Female,Mumbai,2021-05-03,Bronze,Instagram Ads
CUST-10130,Triveni Dugal,26-35,Female,Mumbai,2025-01-16,Silver,Marketplace
CUST-10131,Baghyawati Golla,26-35,Male,Mumbai,2022-12-19,Bronze,Organic
CUST-10132,Robert Dhawan,36-45,Female,Chennai,2024-06-10,Platinum,Organic
CUST-10133,Liam Gandhi,36-45,Male,Ahmedabad,2022-11-27,Bronze,Organic
CUST-10134,Riya Nadkarni,18-25,Female,Ahmedabad,2023-12-23,Platinum,Instagram Ads
CUST-10135,Nikita Walla,36-45,Female,Bengaluru,2021-04-18,Silver,Instagram Ads
CUST-10136,Ekaraj Dash,26-35,Male,Mumbai,2022-03-18,Silver,Google Ads
CUST-10137,Anika Ramaswamy,36-45,Male,Bengaluru,2023-03-21,Silver,Instagram Ads
CUST-10138,Veda Arora,36-45,Female,Patna,2023-10-16,Bronze,Instagram Ads
CUST-10139,Chavvi Varughese,26-35,Female,Ahmedabad,2025-10-31,Gold,Instagram Ads
CUST-10140,Bhavya Shenoy,26-35,Male,Mumbai,2022-08-16,Bronze,Organic
CUST-10141,Tanish Palan,36-45,Female,Kolkata,2025-09-26,Gold,Instagram Ads
CUST-10142,Rohan Baria,46-60,Female,Mumbai,2021-06-06,Bronze,Organic
CUST-10143,Adweta Rajan,26-35,Female,Indore,2022-04-29,Gold,Organic
CUST-10144,Victor Das,36-45,Male,Delhi,2023-08-09,Platinum,Referral
CUST-10145,Jairaj Shukla,26-35,Female,Bhopal,2024-07-08,Silver,Marketplace
CUST-10146,Jatin Brahmbhatt,36-45,Female,Chennai,2023-08-04,Bronze,Instagram Ads
CUST-10147,Saumya Menon,46-60,Female,Mumbai,2023-08-06,Silver,Referral
CUST-10148,Harinakshi Bassi,46-60,Female,Mumbai,2023-10-24,Bronze,Referral
CUST-10149,Balveer Rana,26-35,Female,Indore,2022-05-23,Bronze,Instagram Ads
CUST-10150,Chatura Master,26-35,Female,Chennai,2024-10-22,Bronze,Organic
CUST-10151,Yachana Dutta,18-25,Female,Mumbai,2024-09-06,Bronze,Organic
CUST-10152,Leela Maharaj,36-45,Female,Mumbai,2024-09-18,Bronze,Organic
CUST-10153,Urishilla Bhatia,26-35,Female,Bengaluru,2025-08-25,Gold,Organic
CUST-10154,Agastya Balakrishnan,36-45,Female,Mumbai,2022-03-15,Bronze,Google Ads
CUST-10155,Sanya Buch,18-25,Male,Guwahati,2024-01-11,Silver,Referral
CUST-10156,Onkar Khalsa,36-45,Male,Bengaluru,2025-08-30,Bronze,Instagram Ads
CUST-10157,Aashi Roy,18-25,Male,Jaipur,2024-06-04,Silver,Marketplace
CUST-10158,Balhaar Sharma,26-35,Female,Pune,2023-01-24,Bronze,Organic
CUST-10159,Jai Wadhwa,36-45,Female,Jaipur,2022-02-13,Bronze,Instagram Ads
CUST-10160,William Thaker,46-60,Female,Chennai,2025-10-10,Bronze,Organic
CUST-10161,Fitan Wable,26-35,Female,Hyderabad,2025-07-31,Bronze,Marketplace
CUST-10162,Ekavir Ramaswamy,26-35,Male,Mumbai,2021-02-27,Platinum,Google Ads
CUST-10163,Radha Choudhury,18-25,Male,Bengaluru,2025-08-30,Gold,Referral
CUST-10164,Oscar Sem,18-25,Male,Mumbai,2025-01-29,Gold,Referral
CUST-10165,Geetika Gopal,18-25,Male,Delhi,2021-05-09,Silver,Referral
CUST-10166,Raghav Gole,26-35,Male,Mumbai,2024-06-13,Bronze,Google Ads
CUST-10167,Owen Wagle,26-35,Male,Ahmedabad,2025-05-30,Platinum,Referral
CUST-10168,Pooja Bhardwaj,36-45,Other,Hyderabad,2025-06-03,Bronze,Instagram Ads
CUST-10169,Yashawini Pau,26-35,Female,Mumbai,2022-11-25,Bronze,Google Ads
CUST-10170,Aditya Amble,36-45,Female,Hyderabad,2025-05-09,Gold,Instagram Ads
CUST-10171,Netra Sha,46-60,Male,Kolkata,2025-07-28,Bronze,Google Ads
CUST-10172,Nilima Sachar,26-35,Female,Delhi,2021-09-12,Gold,Google Ads
CUST-10173,Watika Dora,46-60,Male,Hyderabad,2023-01-23,Bronze,Organic
CUST-10174,Nathan Agarwal,18-25,Female,Jaipur,2022-10-20,Gold,Referral
CUST-10175,Viraj Sastry,36-45,Male,Hyderabad,2025-01-28,Bronze,Google Ads
CUST-10176,Dev Soman,60+,Female,Bengaluru,2023-01-15,Bronze,Organic
CUST-10177,Ekapad Kapur,46-60,Female,Mumbai,2022-04-29,Bronze,Instagram Ads
CUST-10178,Vivaan Pai,36-45,Female,Pune,2025-04-12,Gold,Google Ads
CUST-10179,Vasudha Hegde,26-35,Female,Bengaluru,2023-11-27,Bronze,Instagram Ads
CUST-10180,Zansi Prasad,26-35,Other,Delhi,2023-10-03,Bronze,Marketplace
CUST-10181,Ryan Lata,36-45,Other,Delhi,2022-10-17,Gold,Marketplace
CUST-10182,Raagini Sharma,26-35,Male,Bengaluru,2021-12-23,Silver,Organic
CUST-10183,Harinakshi Kaur,18-25,Female,Delhi,2023-01-26,Bronze,Referral
CUST-10184,Ryan Lad,18-25,Male,Indore,2023-04-22,Silver,Referral
CUST-10185,Neel Kurian,36-45,Male,Chandigarh,2025-12-04,Silver,Google Ads
CUST-10186,Finn Keer,18-25,Female,Jaipur,2023-11-28,Gold,Organic
CUST-10187,Rayaan Deo,26-35,Female,Ahmedabad,2022-05-29,Gold,Organic
CUST-10188,Orinder Sastry,36-45,Male,Chennai,2024-04-04,Silver,Referral
CUST-10189,Adya Sachdev,46-60,Female,Chennai,2021-04-04,Gold,Instagram Ads
CUST-10190,Mason Boase,26-35,Female,Delhi,2024-01-23,Bronze,Marketplace
CUST-10191,Vivaan Johal,36-45,Male,Kolkata,2023-06-20,Bronze,Instagram Ads
CUST-10192,Samuel Issac,46-60,Male,Delhi,2023-03-28,Platinum,Google Ads
CUST-10193,Aahana Thaman,26-35,Male,Bengaluru,2022-08-18,Bronze,Instagram Ads
CUST-10194,Vaishnavi Bhatt,46-60,Female,Chandigarh,2022-01-24,Gold,Organic
CUST-10195,Ishaan Gokhale,26-35,Male,Pune,2022-05-09,Gold,Referral
CUST-10196,Rishi Deol,46-60,Female,Pune,2025-10-02,Bronze,Referral
CUST-10197,Yuvraj Bhat,26-35,Male,Bengaluru,2023-01-13,Bronze,Referral
CUST-10198,Ekta Kapur,26-35,Other,Jaipur,2021-07-18,Silver,Instagram Ads
CUST-10199,Forum Saraf,36-45,Male,Bhopal,2021-04-03,Bronze,Referral
CUST-10200,Liam Shankar,18-25,Female,Pune,2022-10-15,Bronze,Marketplace
CUST-10201,Kalpit Ramaswamy,26-35,Female,Bengaluru,2022-09-06,Bronze,Organic
CUST-10202,Rajata Mohan,26-35,Male,Mumbai,2024-07-12,Gold,Marketplace
CUST-10203,Janaki Krishnamurthy,36-45,Female,Kolkata,2021-12-16,Silver,Referral
CUST-10204,Ekanta Bakshi,36-45,Male,Bengaluru,2022-01-26,Silver,Organic
CUST-10205,Abdul Yohannan,26-35,Female,Ahmedabad,2025-02-15,Gold,Marketplace
CUST-10206,Champak Sathe,60+,Male,Pune,2023-07-31,Bronze,Marketplace
CUST-10207,Chaitanya Bhattacharyya,36-45,Female,Jaipur,2022-01-29,Silver,Referral
CUST-10208,Raghav Shah,60+,Female,Patna,2023-09-29,Silver,Organic
CUST-10209,Ishwar Atwal,26-35,Male,Kolkata,2023-03-20,Silver,Google Ads
CUST-10210,Max Parsa,26-35,Female,Bengaluru,2022-06-10,Bronze,Google Ads
CUST-10211,Hema Nagy,26-35,Male,Bengaluru,2022-05-06,Bronze,Organic
CUST-10212,Jai Sagar,18-25,Male,Chennai,2025-04-28,Silver,Instagram Ads
CUST-10213,Nathaniel Mani,36-45,Female,Delhi,2025-03-29,Bronze,Organic
CUST-10214,Tanmayi Golla,18-25,Female,Indore,2021-03-18,Bronze,Organic
CUST-10215,Daksha Ghosh,46-60,Other,Delhi,2025-03-14,Bronze,Referral
CUST-10216,Ayush Kothari,26-35,Male,Mumbai,2024-08-06,Platinum,Google Ads
CUST-10217,Balveer Rau,26-35,Male,Lucknow,2023-07-29,Bronze,Instagram Ads
CUST-10218,Logan Nagi,26-35,Female,Bengaluru,2024-08-01,Bronze,Referral
CUST-10219,Zansi Thaker,,Male,Mumbai,2022-05-24,Bronze,Google Ads
CUST-10220,Krishna Divan,26-35,Female,Delhi,2023-01-07,Silver,Google Ads
CUST-10221,Sathvik Lala,26-35,Female,Bengaluru,2022-09-29,Gold,Organic
CUST-10222,Charan Bal,26-35,Female,Bengaluru,2024-05-25,Bronze,Referral
CUST-10223,Aadi Warrior,36-45,Female,Jaipur,2024-05-05,Silver,Organic
CUST-10224,Ikbal Keer,18-25,Female,Ahmedabad,2023-11-02,Bronze,Referral
CUST-10225,Leela Varghese,26-35,Female,Lucknow,2023-11-12,Silver,Referral
CUST-10226,Ekapad Rajagopalan,26-35,Female,Hyderabad,2021-02-14,Silver,Google Ads
CUST-10227,Laksh Wadhwa,18-25,Male,Chennai,2021-05-22,Bronze,Marketplace
CUST-10228,Arya Parikh,18-25,Female,Delhi,2023-02-06,Silver,Marketplace
CUST-10229,Abdul Krish,26-35,Female,Indore,2024-08-31,Silver,Referral
CUST-10230,Aayush Koshy,18-25,Female,Hyderabad,2022-09-04,Gold,Organic
CUST-10231,Nathaniel Issac,26-35,Male,Bengaluru,2025-11-28,Bronze,Instagram Ads
CUST-10232,Ikshita Prasad,36-45,Female,Hyderabad,2021-07-26,Bronze,Google Ads
CUST-10233,Nilima Dube,26-35,Male,Lucknow,2025-03-25,Bronze,Referral
CUST-10234,Nakul Sankar,36-45,Female,Bengaluru,2024-10-09,Bronze,Referral
CUST-10235,Harrison Loke,26-35,Male,Guwahati,2024-04-26,Bronze,Referral
CUST-10236,Ojas Banik,26-35,Female,Hyderabad,2025-05-29,Gold,Organic
CUST-10237,Chaman Madan,18-25,Female,Bengaluru,2025-10-23,Bronze,Google Ads
CUST-10238,Viraj Rana,46-60,Female,Pune,2022-02-21,Bronze,Google Ads
CUST-10239,Shaurya Batra,26-35,Female,Bengaluru,2024-05-23,Bronze,Google Ads
CUST-10240,Abhiram Parmar,36-45,Female,Jaipur,2022-11-13,Bronze,Marketplace
CUST-10241,Darpan Pathak,36-45,Female,Delhi,2024-11-25,Silver,Marketplace
CUST-10242,Kabir Ratta,36-45,Male,Pune,2022-06-20,Bronze,Google Ads
CUST-10243,Chakradev Shanker,36-45,Female,Kolkata,2022-10-03,Bronze,Google Ads
CUST-10244,Alexander Mishra,26-35,Female,Delhi,2021-11-09,Silver,Google Ads
CUST-10245,Frederick Bajaj,26-35,Female,Delhi,2023-09-28,Bronze,Organic
CUST-10246,Yatin Goda,36-45,Male,Delhi,2025-12-27,Silver,Referral
CUST-10247,Omkaar Dey,46-60,Female,Mumbai,2023-04-25,Silver,Organic
CUST-10248,Raksha Samra,18-25,Male,Delhi,2024-06-16,Bronze,Organic
CUST-10249,Lopa Goswami,26-35,Male,Pune,2022-08-11,Silver,Referral
CUST-10250,Falak Parsa,46-60,Male,Kolkata,2022-01-29,Bronze,Instagram Ads
CUST-10251,Chatresh Vora,18-25,Female,Kolkata,2024-11-28,Bronze,Google Ads
CUST-10252,Januja Sen,46-60,Female,Ahmedabad,2024-02-06,Bronze,Google Ads
CUST-10253,Falguni Bobal,46-60,Female,Mumbai,2021-07-15,Bronze,Marketplace
CUST-10254,Nisha Kuruvilla,36-45,Female,Indore,2024-11-02,Bronze,Marketplace
CUST-10255,Orinder Tank,46-60,Male,Mumbai,2025-03-21,Platinum,Referral
CUST-10256,Maanas Dora,26-35,Female,Bengaluru,2024-01-13,Gold,Organic
CUST-10257,Leela Hari,36-45,Female,Guwahati,2023-06-15,Platinum,Instagram Ads
CUST-10258,Hitesh Handa,26-35,Female,Chennai,2025-05-24,Bronze,Organic
CUST-10259,Yashica Nadig,26-35,Female,Patna,2024-06-20,Silver,Instagram Ads
CUST-10260,Brinda Nair,26-35,Female,Delhi,2023-01-09,Bronze,
CUST-10261,Advik Parikh,26-35,Male,Bengaluru,2024-02-11,Bronze,Google Ads
CUST-10262,Ria Dube,26-35,Female,Pune,2023-04-28,Gold,Instagram Ads
CUST-10263,Janaki Palla,60+,Female,Indore,2021-10-12,Bronze,Google Ads
CUST-10264,Tripti Bhatti,26-35,Male,Delhi,2022-05-21,Silver,Google Ads
CUST-10265,Frado Patla,18-25,Male,Hyderabad,2023-02-18,Bronze,Organic
CUST-10266,Charita Amble,46-60,Female,Kolkata,2024-11-24,Bronze,Google Ads
CUST-10267,Geetika Dar,26-35,Female,Chandigarh,2022-05-12,Bronze,Referral
CUST-10268,Tanmayi Garg,46-60,Male,Bengaluru,2025-04-22,Platinum,Instagram Ads
CUST-10269,Bina Magar,26-35,Male,Ahmedabad,2025-06-18,Silver,Organic
CUST-10270,Qarin Rajagopalan,26-35,Male,Bengaluru,2023-07-09,Bronze,Google Ads
CUST-10271,Aarnav Sawhney,46-60,Female,Pune,2023-01-07,Bronze,Organic
CUST-10272,Indrajit Baria,18-25,Male,Bhopal,2024-06-08,Silver,Instagram Ads
CUST-10273,Tarak Dewan,36-45,Female,Hyderabad,2022-06-14,Bronze,Instagram Ads
CUST-10274,Christopher Kothari,26-35,Male,Ahmedabad,2024-11-15,Bronze,Organic
CUST-10275,Vedika Dar,26-35,Female,Mumbai,2021-10-18,Bronze,Marketplace
CUST-10276,Ekansh Nayar,26-35,Male,Pune,2021-05-18,Silver,Referral
CUST-10277,Vinaya Rout,36-45,Female,Lucknow,2022-05-15,Bronze,Marketplace
CUST-10278,Janani Goel,26-35,Female,Hyderabad,2024-09-08,Silver,Instagram Ads
CUST-10279,Devansh Prashad,26-35,Male,Delhi,2025-03-21,Silver,Google Ads
CUST-10280,Noah Palla,26-35,Male,Kolkata,2024-10-05,Bronze,Instagram Ads
CUST-10281,Balendra Srinivas,36-45,Female,Chennai,2024-06-18,Bronze,Organic
CUST-10282,Sanya Sama,26-35,Female,Bhopal,2021-08-28,Bronze,Google Ads
CUST-10283,Fiyaz Bhasin,18-25,Male,Hyderabad,2024-11-21,Bronze,Organic
CUST-10284,Jatin Lall,26-35,Male,Delhi,2025-11-08,Gold,
CUST-10285,Oliver Barad,46-60,Female,Kolkata,2023-05-02,Bronze,Organic
CUST-10286,Aarnav Mann,36-45,Male,Pune,2022-08-15,Bronze,Google Ads
CUST-10287,Laksh Magar,26-35,Male,Jaipur,2025-08-14,Bronze,Organic
CUST-10288,Jackson Sachdeva,26-35,Male,Jaipur,2024-08-31,Bronze,Organic
CUST-10289,Dominic Doshi,26-35,Female,Hyderabad,2025-05-08,Bronze,Marketplace
CUST-10290,Lila Dash,46-60,Female,Ahmedabad,2025-05-27,Bronze,Referral
CUST-10291,Ishani Apte,26-35,Female,Bengaluru,2022-08-16,Bronze,Organic
CUST-10292,Libni Choudhury,36-45,Male,Indore,2021-05-02,Silver,Google Ads
CUST-10293,Hardik Oak,26-35,Female,Lucknow,2024-10-16,Gold,Organic
CUST-10294,Bimala Apte,26-35,Male,Chennai,2023-04-06,Silver,Organic
CUST-10295,Ryan Kale,46-60,Male,Bengaluru,2025-02-09,Bronze,Organic
CUST-10296,Neel Sem,46-60,Female,Ahmedabad,2025-08-17,Bronze,Marketplace
CUST-10297,Ranbir Pillay,26-35,Female,Bengaluru,2024-10-29,Bronze,Google Ads
CUST-10298,Pranav Dash,18-25,Female,Kolkata,2023-05-27,Bronze,Referral
CUST-10299,Umang Goswami,18-25,Female,Chennai,2022-05-28,Bronze,Organic
CUST-10300,Oni Gaba,36-45,Female,Mumbai,2021-07-06,Silver,
CUST-10301,Harinakshi Rege,26-35,Female,Mumbai,2025-08-01,Bronze,Organic
CUST-10302,Divya Minhas,26-35,Male,Hyderabad,2023-01-23,Gold,Instagram Ads
CUST-10303,Abhimanyu Anne,18-25,Other,Jaipur,2021-01-18,Bronze,Referral
